10.0,0.85,0.01612121212121212,1.2247676767676767
20.0,0.85,0.0060404040404040404,1.25
30.0,0.85,0.0060404040404040404,1.2247676767676767
40.0,0.85,0.14717171717171718,0.9598282828282828
60.0,0.85,0.01108080808080808,1.085989898989899
70.0,0.85,0.38911111111111113,0.8336666666666667
80.0,0.85,0.24293939393939393,0.8462828282828283
90.0,0.85,0.15221212121212122,0.8588989898989899
100.0,0.85,0.2126969696969697,0.821050505050505
110.0,0.85,0.1622929292929293,0.821050505050505
120.0,0.85,0.1874949494949495,0.7958181818181819
130.0,0.85,0.3991919191919192,0.7327373737373737
140.0,0.85,0.2026161616161616,0.757969696969697
150.0,0.85,0.2883030303030303,0.7201212121212122
160.0,0.85,0.33366666666666667,0.6948888888888889
170.0,0.85,0.38407070707070706,0.6696565656565656
180.0,0.85,0.44455555555555554,0.6444242424242425
190.0,0.85,0.33870707070707073,0.6444242424242425
120.0,0.85,0.1874949494949495,0.7958181818181819
